4	143	143	0	1	2	7	22	38
5	144	144	0	5	6	10	21	47
6	236	184	1	3	4	6	25	53
7	279	240	1	4	10	7	38	62
8	267	244	0	9	8	9	45	68
9	261	225	0	141	23	17	349	392
10	385	227	0	13	7	8	49	66
11	438	308	3	509	8	5	1305	1331
12	377	309	0	18	9	10	60	84
13	541	331	1	66	11	11	144	174
14	551	379	1	105	14	11	231	253
15	675	366	1	249	9	20	525	553
16	560	377	1	74	15	13	151	184
17	656	391	1	571	17	21	1073	1116
18	634	409	0	811	19	20	1736	1772
19	875	465	0	481	23	15	958	986
