4	143	143	0	1	4	4	22	38
5	144	144	0	8	4	7	29	49
6	236	184	0	3	7	6	33	55
7	279	240	1	9	1	12	36	62
8	267	244	0	13	3	12	42	66
9	261	225	0	143	8	13	363	387
10	385	227	0	9	14	11	44	67
11	438	308	3	517	9	14	1363	1391
12	377	307	1	28	4	19	67	96
13	541	331	1	55	13	16	138	170
14	551	381	1	100	13	16	237	262
15	675	368	0	246	11	11	525	550
16	560	365	0	64	10	17	147	180
17	656	391	1	595	19	19	1100	1129
18	634	421	0	782	23	18	1702	1731
19	875	486	0	465	16	19	935	966
