4	143	143	0	15	15
5	144	103	0	0	0
6	236	184	0	15	15
7	279	240	0	16	16
8	267	244	0	16	16
9	261	225	0	32	32
10	385	249	0	16	16
11	438	314	0	187	187
12	377	341	0	15	15
13	541	331	0	16	16
14	551	395	0	32	32
15	675	398	0	47	47
16	560	408	0	31	31
17	656	415	0	78	78
18	634	443	0	188	188
19	875	515	0	94	94
