4	143	143	0	1	7	7	22	39
5	144	144	0	5	3	6	25	47
6	236	184	0	4	7	8	31	53
7	279	240	0	6	5	8	38	61
8	267	244	1	10	13	7	48	68
9	261	225	0	158	10	17	367	410
10	385	227	1	14	5	9	39	63
11	438	308	3	457	14	11	1286	1316
12	377	307	0	23	5	7	58	86
13	541	331	1	62	11	14	145	172
14	551	373	2	104	19	21	225	260
15	675	366	0	258	11	11	539	561
16	560	366	0	73	15	14	161	192
17	656	393	1	554	12	27	1061	1105
18	634	404	1	874	19	15	1804	1831
19	875	472	0	462	19	23	936	975
