4	143	143	0	0	2	6	14	38
5	144	144	0	5	6	3	28	46
6	236	184	0	5	2	11	29	52
7	279	240	0	6	5	10	39	60
8	267	244	0	15	3	6	44	67
9	261	225	1	150	9	10	349	381
10	385	227	0	8	7	11	37	61
11	438	308	2	503	19	6	1323	1345
12	377	307	0	23	9	10	60	85
13	541	333	1	50	8	25	130	169
14	551	384	1	109	9	5	235	256
15	675	376	1	248	9	11	539	561
16	560	367	0	63	15	16	148	177
17	656	395	1	586	20	20	1058	1101
18	634	400	1	811	20	14	1743	1772
19	875	464	1	476	16	26	937	976
